customer_code,customer_name,customer_type,channel,store_code,store_name,city,province,source_system,load_timestamp,batch_id
CUST-873118,Gugu Khaba-Gazu,Retail,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-697101,Langalibalele Khanyeza,Retail,Online,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-992128,Thembile Msuthu,Wholesale,In-Store,USV,Usave,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-578647,Sibonelo Mawanda,Wholesale,In-Store,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-692890,Bhekokwakhe Shezi,Bulk,In-Store,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-973920,Nhlanhla Mbulaze,Wholesale,In-Store,USV,Usave,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-129412,Nozibusiso Mthiya,Retail,In-Store,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-915856,Bhekokwakhe Sikhunyana,Bulk,Online,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-884747,Minenhle Mathebela,Wholesale,Online,SHOP,Shoprite,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-312858,Dade Bhekokwakhe Fakude,Retail,Online,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-106913,Thandazile Shibase,Retail,Online,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-447425,Baba Lungile Thusi,Retail,Online,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-862453,Bhuti Vusumuzi Dlakela,Bulk,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-597225,Nothando Msokazi-Gabadela,Retail,In-Store,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-455505,Nothando Hlabangane,Retail,In-Store,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-766274,Thembekile Mfusi,Bulk,Online,CHK,Checkers,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-952975,Sibongile Qwabe,Retail,Online,SHOP,Shoprite,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-676081,Mama Thembekile Hangala,Retail,Online,USV,Usave,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-985378,Bhekani Yeyeye,Wholesale,Online,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-299924,Mandla Gengeshe-Nhleko,Retail,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-220589,Mrs. Bhekisisa Mbhodwe,Retail,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-950146,Nobantu Mphemba,Wholesale,In-Store,SHOP,Shoprite,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-108034,Mrs. Gugulethu Ngema,Wholesale,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-749882,Sandile Nkwaliyenkosi,Bulk,In-Store,C60,Checkers Sixty60,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-613805,Gugulethu Mbhodwe,Bulk,In-Store,CHK,Checkers,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-223095,Sibusisiwe Masilela-Mzolo,Bulk,Online,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-942147,Jabulani Mgazi,Wholesale,Online,CHK,Checkers,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-641787,Andile Mkhungo,Wholesale,Online,C60,Checkers Sixty60,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-670012,Baba Langalibalele Mbanjwa,Retail,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-629354,Busisiwe Dubandlela-Mhlophe,Wholesale,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-459932,Ms. Nomalanga Mnomiya,Wholesale,Online,SHOP,Shoprite,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-604407,Sphiwe Silangwe,Bulk,Online,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-678368,Sphiwe Thumbeza,Bulk,Online,SHOP,Shoprite,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-310486,S'fiso Mashasha,Wholesale,In-Store,USV,Usave,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-931094,Thembeka Sikhosana-Mathwasa,Bulk,Online,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-601722,Mthokozisi Njomane,Retail,In-Store,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-912015,Langalibalele Mlaba,Wholesale,Online,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-455635,Minenhle Makhaza,Bulk,Online,USV,Usave,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-978726,Nomvula Mafulela-Sibanda,Retail,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-448873,SimphiweyiNkosi Nyazitla,Bulk,In-Store,SHOP,Shoprite,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-721364,Thuthukile Mncwabe,Wholesale,Online,SHOP,Shoprite,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-147170,Andile Nyawose-Mathetha,Wholesale,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-687060,Mrs. Zinhle Makhanya,Bulk,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-102518,Amahle Luthuli,Retail,In-Store,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-151789,SimphiweyiNkosi Ngobisi,Retail,Online,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-736843,Nobantu Mthombeni,Wholesale,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-249727,Thalente Msokazi,Bulk,In-Store,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-860226,Dr. Nobantu Mdotshana,Wholesale,In-Store,CHK,Checkers,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-953538,Nobuhle Makhoba,Retail,Online,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-512555,Sibusisiwe Ncama,Wholesale,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-821561,Bhekokwakhe Njomane,Bulk,In-Store,SHOP,Shoprite,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-111945,Vusumuzi Khomo,Bulk,In-Store,C60,Checkers Sixty60,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-916257,Mnumzane Thando Shengele,Retail,In-Store,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-846883,Nhlanhla Mazwi,Retail,Online,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-589910,Jabulani Nowanqa,Bulk,In-Store,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-973400,Londisizwe Mwandla-Mnqamu,Retail,In-Store,USV,Usave,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-697828,Thembisile Mbanjwa,Bulk,Online,SHOP,Shoprite,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-335919,Dr. Mthokozisi Maduna,Bulk,Online,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-887157,S'fiso Shangase,Retail,In-Store,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-272849,Nobantu Ndinisa,Retail,In-Store,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-445947,Zibuyile Sonqandile,Bulk,Online,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-393158,Thembile Mtuswa-Phakathwayo,Wholesale,In-Store,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-445843,Dumisile Lukhele,Bulk,In-Store,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-530941,Zenzele Nyongwana,Wholesale,In-Store,CHK,Checkers,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-680242,Bhekokwakhe Mgabadeli,Bulk,Online,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-786431,Noxolo Gugushe,Retail,In-Store,USV,Usave,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-233644,Mthokozisi Sotobe,Wholesale,Online,SHOP,Shoprite,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-287961,Ndumiso Memela,Wholesale,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-212572,Thandeka Bayeni,Retail,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-322000,Dade Zakhele Miya,Bulk,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-117234,Siyabonga Juqula,Bulk,In-Store,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-557289,Nkosikazi Nonhlanhla Mthalane,Wholesale,In-Store,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-661739,Nkosikazi Busisiwe Mavuso,Retail,In-Store,SHOP,Shoprite,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-255676,Baba Mcebisi Mangethe,Wholesale,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-147697,Sphiwe Masango,Retail,Online,USV,Usave,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-901735,Baba Minenhle Menziwa,Retail,Online,SHOP,Shoprite,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-160165,Sibonelo Ndandali,Wholesale,In-Store,SHOP,Shoprite,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-535524,Khanyisile Mbotho,Bulk,In-Store,SHOP,Shoprite,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-625207,Njabulo Ndlela-Magagula,Wholesale,Online,USV,Usave,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-442596,Mlungisi Mkhonza-Ntamonde,Bulk,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-518888,Sibongile Ntshalintshali,Retail,In-Store,CHK,Checkers,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-979369,Thembile Silangwe,Bulk,Online,USV,Usave,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-303876,Nobantu Shelembe,Wholesale,In-Store,C60,Checkers Sixty60,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-615008,Bhekisisa Mthiyane,Retail,Online,USV,Usave,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-976437,Thandiwe Mchunu,Wholesale,Online,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-540309,SimphiweyiNkosi Mdluli,Wholesale,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-641507,Bhekokwakhe Phetha,Retail,In-Store,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-583383,Mnumzane Sandile Mavuso,Wholesale,In-Store,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-692624,Dumisani Khuboni,Bulk,Online,USV,Usave,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-680444,Sibonelo Mayeza,Bulk,In-Store,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-684695,Musa Mnyandu,Wholesale,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-694613,Vusumuzi Khanyile,Wholesale,Online,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-896983,Mrs. Sibongile Ntuli,Retail,In-Store,SHOP,Shoprite,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-213489,Baba Sibonelo Doncabe,Retail,Online,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-321107,Sibusiso Madide,Bulk,In-Store,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-883386,Bhuti Thalente Ntshalintshali,Wholesale,In-Store,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-202108,Jabulani Nkosi,Retail,In-Store,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-593359,SimphiweyiNkosi Mangede,Wholesale,Online,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-804291,Dumisani Mtimande,Bulk,Online,USV,Usave,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-725053,Thando Ndlandla,Wholesale,In-Store,USV,Usave,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-997779,Sphiwe Nala-Mathunjwa,Retail,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-404103,Busisiwe Mncwanga-Ntshalintshali,Bulk,In-Store,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-584620,Nomagugu Mshibe,Retail,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-630619,Mandla Thole-Mtolo,Bulk,Online,CHK,Checkers,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-956925,Nozizwe Kubheka-Gwala,Wholesale,In-Store,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-648335,Zenzile Fihlela,Wholesale,In-Store,CHK,Checkers,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-996896,SimphiweyiNkosi Mphephethwa,Wholesale,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-381646,Mrs. Gugu Gwamanda,Wholesale,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-982795,Miss Nomcebo Mnqamu,Bulk,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-577138,Nomasonto Gambu,Retail,Online,CHK,Checkers,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-329115,Mthokozisi Mbekwa,Bulk,Online,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-905387,Thalente Nonduma,Retail,Online,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-678652,Luyanda Sibisi,Bulk,In-Store,USV,Usave,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-725276,Mnumzane Sibonelo Mashasha,Wholesale,Online,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-343038,Mthokozisi Gcugcwa-Xhakaza,Retail,Online,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-486436,Luyanda Sithombo,Wholesale,In-Store,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-953474,Mrs. Sibongile Masinga,Bulk,In-Store,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-571563,Zenzele Madonsela,Wholesale,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-289102,Mnumzane Lungile Gininda,Retail,In-Store,CHK,Checkers,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-570750,Mnqobi Mhlangu-Doncabe,Retail,In-Store,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-777211,Vusumuzi Dikane,Retail,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-485432,S'fiso Mathwasa,Bulk,In-Store,C60,Checkers Sixty60,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-898217,Sphiwe Ngwenya,Retail,Online,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-709959,Thandiwe Phetha,Wholesale,Online,USV,Usave,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-582295,Ms. Bhekisisa Mbuli,Wholesale,Online,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-703005,Khanyisile Binda-Mathetha,Wholesale,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-613640,Zenzile Goba,Wholesale,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-621379,Mnumzane Sandile Mhlungu,Bulk,Online,SHOP,Shoprite,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-641514,Nkazimulo Njiki,Retail,In-Store,C60,Checkers Sixty60,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-294717,Minenhle Ntshiza,Wholesale,Online,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-202857,Dade Sibusisiwe Nonkosi,Retail,Online,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-691450,Mnumzane Sphiwe Mlungwana,Wholesale,In-Store,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-735401,Nomagugu Godide-Dlakela,Bulk,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-941251,Bhuti Mthokozisi Mvubu,Bulk,In-Store,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-636966,Langalibalele Gwanyana,Retail,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-627548,Nkosazana Thuthukile Mayisela,Retail,Online,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-358675,Ndumiso Gambu,Wholesale,Online,CHK,Checkers,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-199027,Owethu Makhanya-Maseko,Retail,In-Store,C60,Checkers Sixty60,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-905905,Simphiwe Mavela,Retail,In-Store,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-581193,Bhekokwakhe Phikela,Wholesale,Online,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-255036,Njabulo Sithombo,Wholesale,In-Store,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-113763,Siyabonga Dlomo,Wholesale,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-790298,Miss Thembile Nontuli,Wholesale,In-Store,C60,Checkers Sixty60,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-559277,Nobuhle Gubeshe,Wholesale,In-Store,CHK,Checkers,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-938830,Mr. Lungile Mzilankatha,Bulk,Online,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-336702,Nomagugu Myeni-Mgasela,Bulk,Online,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-641105,Nkosazana Londiwe Sitolotolo,Bulk,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-326650,Gugu Ntshingila,Bulk,Online,C60,Checkers Sixty60,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-350612,Langalibalele Msindazwe-Xolo,Wholesale,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-869425,SimphiweyiNkosi Sithombo,Wholesale,Online,C60,Checkers Sixty60,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-931015,Miss Zinhle Sishangwe,Bulk,In-Store,C60,Checkers Sixty60,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-520383,S'fiso Mwelase,Bulk,Online,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-719837,Nomathemba Madinane,Bulk,Online,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-900962,Nobantu Mnqayi,Retail,In-Store,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-560695,Nomathalente Mdlanyoka,Bulk,In-Store,C60,Checkers Sixty60,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-187263,Dr. Nonjabulo Guliwe,Bulk,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-105861,Nkosazana Thabisa Hlongwa,Wholesale,In-Store,C60,Checkers Sixty60,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-246552,Langalibalele Mhlanya,Wholesale,Online,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-122517,S'fiso Ludonga,Wholesale,In-Store,C60,Checkers Sixty60,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-904829,Mnumzane Andile Mzileni,Retail,Online,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-917685,Nozizwe Ntombela,Wholesale,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-699729,Siyabonga Ncama-Mayisela,Retail,In-Store,C60,Checkers Sixty60,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-221640,Dr. Sihawukele Mageba,Retail,In-Store,SHOP,Shoprite,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-437370,Jabulani Chibi,Wholesale,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-722867,Mnumzane Langalibalele Makhathini,Wholesale,In-Store,CHK,Checkers,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-668868,Mr. Mzamo Mdlenevu,Wholesale,Online,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-110777,Nonjabulo Makhathini,Retail,Online,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-895700,Nhlanhla Biyela-Ndlala,Wholesale,In-Store,CHK,Checkers,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-160064,Sibonelo Khabalidaka-Sompisi,Retail,In-Store,CHK,Checkers,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-231839,Thabisa Vangisa,Retail,Online,C60,Checkers Sixty60,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-665564,Mnumzane Mlungisi Sokhwebula,Bulk,In-Store,USV,Usave,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-557372,Thuthukile Makhoba,Wholesale,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
