customer_code,customer_name,platform,channel,region
CUST252674SA,Sandile Njomane,In-Store,Direct,West
CUST264679SA,Nkosazana Nokulunga Mjoli,In-Store,Retailer,North
CUST82857SA,Nomusa Msani,E-Commerce,Direct,East
CUST592447SA,SimphiweyiNkosi Maduna,In-Store,Retailer,North
CUST314546SA,Mr. Sibonelo Phakathi,In-Store,Direct,West
CUST796483SA,Bhekani Mkholo,In-Store,Direct,Central
CUST397687SA,Owethu Mthalane,E-Commerce,Retailer,East
CUST58840SA,Mr. SimphiweyiNkosi Khosini,In-Store,Retailer,North
CUST86702SA,Zakhele Mqungebe,E-Commerce,Direct,South
CUST676234SA,Mnumzane S'fiso Gasela,E-Commerce,Direct,East
CUST938256SA,Bhekizizwe Mafobo,E-Commerce,Direct,North
CUST221686SA,Dade Nokulunga Dinwa,In-Store,Direct,West
CUST969051SA,Sibusiso Maphumulo,In-Store,Retailer,East
CUST942996SA,Sibongile Phoseka,E-Commerce,Retailer,West
CUST34500SA,Zenzele Mazibuko,In-Store,Direct,West
CUST16418SA,S'fiso Hlubi,In-Store,Direct,South
CUST788795SA,Mama Busisiwe Mathenjwa,E-Commerce,Direct,North
CUST170341SA,Nobantu Ngwenya-Mhlanya,In-Store,Direct,West
CUST709922SA,Nomathalente Mhayise,E-Commerce,Direct,North
CUST792313SA,Miss Thembekile Sibanda,E-Commerce,Direct,East
CUST759340SA,Nhlanhla Thuliswayo,E-Commerce,Direct,South
CUST362659SA,Jabulani Mondise,E-Commerce,Direct,East
CUST243420SA,Ms. Nomathalente Nontanda,In-Store,Retailer,North
CUST806360SA,Sihawukele Mjoli-Mbekwa,E-Commerce,Retailer,South
CUST31064SA,Mnumzane Thabani Mphemba,In-Store,Retailer,Central
CUST514435SA,Minenhle Ngema,In-Store,Direct,East
CUST986859SA,Nonhlanhla Kunene,E-Commerce,Direct,Central
CUST712711SA,Sithembiso Mgcaleka-Gabhisa,In-Store,Direct,East
CUST809676SA,Nomagugu Majoka-Sishiya,In-Store,Direct,South
CUST77077SA,Mandla Jobe,In-Store,Retailer,East
CUST398458SA,Miss Thandeka Mhlanya,In-Store,Retailer,East
CUST332061SA,Dumisile Gambu,E-Commerce,Retailer,South
CUST5447SA,Musa Mdakane-Vunisa,E-Commerce,Direct,North
CUST282870SA,Langalibalele Gazu,E-Commerce,Referral,South
CUST196494SA,Nonjabulo Ngobese,E-Commerce,Direct,North
CUST581687SA,Nomvula Gebashe,In-Store,Direct,West
CUST27537SA,Minenhle Ngiba,In-Store,Referral,North
CUST97584SA,Sihawukele Magujwa-Mhlabandlovu,E-Commerce,Retailer,North
CUST12940SA,Mthokozisi Mhlangu-Gabhezi,E-Commerce,Direct,West
CUST760053SA,Zinhle Mahlase,In-Store,Retailer,North
CUST599743SA,Londisizwe Shoba,E-Commerce,Direct,East
CUST399226SA,Langalibalele Manyoni,E-Commerce,Direct,South
CUST315759SA,Mzamo Jali-Dludlu,In-Store,Direct,East
CUST175329SA,Nokulunga Mncube,E-Commerce,Retailer,South
CUST314313SA,Thembekile Dwala,In-Store,Direct,Central
CUST378666SA,Lwandile Somboni-Ntuli,In-Store,Direct,South
CUST519886SA,Silondile Ludonga-Mqadi,E-Commerce,Direct,Central
CUST112168SA,Mandlakhe Bayeni,In-Store,Retailer,North
CUST414913SA,Thuthukile Ntshangase,E-Commerce,Retailer,West
CUST398343SA,Mnumzane Musa Mbili,E-Commerce,Direct,West
CUST451533SA,Miss Nomalanga Maziya,In-Store,Direct,West
CUST632512SA,Dr. Noxolo Mazalankosi,E-Commerce,Referral,North
CUST186266SA,Nomasonto Masinga,E-Commerce,Referral,North
CUST770571SA,Dade Sibongile Mahlase,E-Commerce,Direct,North
CUST341716SA,Nokulunga Mhlungu,E-Commerce,Direct,North
CUST382746SA,Zenzele Ngungunyana,In-Store,Direct,North
CUST209505SA,Olwethu Khumbuza-Dlaba,In-Store,Retailer,East
CUST804905SA,Bhekisisa Sontuli,In-Store,Direct,South
CUST484045SA,Dr. Nonjabulo Masinga,In-Store,Retailer,North
CUST871662SA,Ms. Thembisile Mkhonza,In-Store,Direct,North
CUST705668SA,Gugulethu Nyandeni,E-Commerce,Direct,West
CUST317543SA,Mandla Phoswa,E-Commerce,Retailer,East
CUST161630SA,Mama Thembekile Mgabadeli,E-Commerce,Direct,South
CUST77558SA,Sihawukele Mthethwa,E-Commerce,Direct,West
CUST610527SA,Olwethu Mzoneli,E-Commerce,Direct,Central
CUST968355SA,Mama Olwethu Delwayo,E-Commerce,Direct,East
CUST829130SA,Thabisile Ndlangamandla,E-Commerce,Direct,South
CUST622665SA,Mr. Jabulani Yengwayo,In-Store,Direct,South
CUST260289SA,Mnumzane Lungile Nzimase,In-Store,Direct,Central
CUST642439SA,S'fiso Nzima,E-Commerce,Direct,East
CUST710380SA,Baba Sphiwe Mbhodwe,In-Store,Retailer,South
CUST834908SA,Dumisile Bhejelibomvu,E-Commerce,Retailer,Central
CUST103396SA,Lwandile Nandisa-Thumbela,E-Commerce,Direct,West
CUST543998SA,Sibusisiwe Shozi,E-Commerce,Retailer,East
CUST603178SA,Musa Mfeka,In-Store,Retailer,South
CUST410133SA,Thembeka Shengele,E-Commerce,Direct,West
CUST617181SA,Miss Nomathemba Caluza,E-Commerce,Retailer,South
CUST506222SA,Mandlakhe Mlangeni,In-Store,Retailer,West
CUST965264SA,Jabulani Sothole,E-Commerce,Retailer,South
CUST148557SA,Nomalanga Mbulazi,E-Commerce,Direct,North
CUST477450SA,Dr. Nhlanhla Mthiya,E-Commerce,Referral,East
CUST365219SA,Dumisile Motha,In-Store,Direct,South
CUST757065SA,Dade Nomasonto Dubandlela,In-Store,Direct,South
CUST314849SA,Thabani Sitolotolo,In-Store,Referral,South
CUST120675SA,Thando Mbulazi,E-Commerce,Direct,West
CUST679445SA,Sibusiso Khathide,In-Store,Referral,South
CUST975094SA,Dr. Nqobizitha Khubisa,In-Store,Direct,South
CUST578719SA,Mcebisi Ngonini,In-Store,Direct,West
CUST447080SA,Nkazimulo Mkhokeleleki,In-Store,Direct,East
CUST660351SA,Lungile Nyide,In-Store,Direct,South
CUST689237SA,Nomusa Chagwe,E-Commerce,Retailer,South
CUST773207SA,Zibuyile Luqe-Mphephethwa,In-Store,Direct,East
CUST620970SA,Nomthandazo Ayize,E-Commerce,Direct,West
CUST738968SA,Luyanda Maphisa,E-Commerce,Referral,South
CUST788870SA,Ms. Sibongile Gcwensa,In-Store,Referral,North
CUST838338SA,Miss Nomcebo Mbembe,In-Store,Direct,West
CUST206647SA,Gugu Mamba,In-Store,Referral,North
CUST703281SA,Dade Nqobizitha Nyembezi,In-Store,Retailer,North
CUST328628SA,Nomthandazo Nsele-Mhlophe,E-Commerce,Retailer,South
CUST615519SA,Minenhle Mcambi,E-Commerce,Retailer,East
CUST886589SA,Silondile Khoza,In-Store,Referral,South
CUST853266SA,Mnumzane Zenzele Nsukuza,In-Store,Retailer,East
CUST618836SA,Sibusiso Hhoyiyane,E-Commerce,Retailer,North
CUST328399SA,Lwandile Mathwasa,E-Commerce,Retailer,South
CUST122629SA,Minenhle Sibiya,E-Commerce,Retailer,South
CUST148225SA,Nomthandazo Mlungwana,E-Commerce,Direct,Central
CUST625397SA,S'fiso Mgilija,E-Commerce,Referral,South
CUST443588SA,Mzamo Nyawo,E-Commerce,Referral,South
CUST563483SA,Miss Owethu Kheswa,In-Store,Direct,North
CUST513426SA,Langalibalele Kweyama-Mazibuko,In-Store,Retailer,South
CUST882885SA,Silondile Dlambula,E-Commerce,Direct,East
CUST907565SA,Amahle Mthombeni,In-Store,Referral,West
CUST143167SA,Thalente Mhayise,In-Store,Retailer,West
CUST588861SA,Siphesihle Myeza,E-Commerce,Direct,North
CUST429008SA,Baba Mthokozisi Sitolotolo,E-Commerce,Retailer,North
CUST880690SA,Nozibusiso Khezokhulu,E-Commerce,Direct,West
CUST86686SA,Bhekisisa Vunisa-Madlala,E-Commerce,Retailer,North
CUST306278SA,Mandla Maduma,E-Commerce,Referral,West
CUST563723SA,Lungile Mqadi-Ngwazi,E-Commerce,Retailer,West
CUST778586SA,Baba Njabulo Ncala,E-Commerce,Referral,East
CUST118710SA,Gugu Mangethe-Ndondakusuka,E-Commerce,Retailer,South
CUST863274SA,Olwethu Vabaza,In-Store,Retailer,East
CUST43631SA,Baba Njabulo Madide,E-Commerce,Referral,South
CUST445807SA,Siyabonga Phethela,In-Store,Direct,North
CUST787842SA,Mandlakhe Chiliza,E-Commerce,Direct,South
CUST471578SA,Minenhle Gazu-Mnangwe,In-Store,Direct,Central
CUST907322SA,Sphiwe Mageba,In-Store,Retailer,South
CUST220073SA,Bhuti SimphiweyiNkosi Mcambe,In-Store,Retailer,North
CUST902874SA,Mama Londisizwe Ntaka,E-Commerce,Direct,East
CUST145998SA,Dr. Thalente Mabizela,E-Commerce,Referral,North
CUST844565SA,S'fiso Mcambe,In-Store,Retailer,East
CUST558136SA,Sandile Ndlanya-Kholose,In-Store,Retailer,West
CUST339375SA,Nkosikazi Nomagugu Nhlapho,E-Commerce,Direct,East
CUST280329SA,Ms. Gugulethu Thwala,E-Commerce,Retailer,West
CUST823856SA,Bhekokwakhe Maphindela,E-Commerce,Retailer,South
CUST909165SA,Dr. SimphiweyiNkosi Hadebe,In-Store,Direct,Central
CUST261805SA,SimphiweyiNkosi Mbanjwa,E-Commerce,Retailer,East
CUST868726SA,Sphiwe Shange,E-Commerce,Direct,North
CUST411776SA,Khanyisile Njiki,E-Commerce,Direct,North
CUST663121SA,Sibonelo Mlangatshe-Mfusi,In-Store,Direct,West
CUST473947SA,Sibonelo Yengwayo,In-Store,Referral,Central
CUST97616SA,Nozizwe Thusini,E-Commerce,Direct,East
CUST291740SA,Nkosazana Nothando Mtumaseli,E-Commerce,Direct,South
CUST343187SA,Amahle Tiba-Gamede,E-Commerce,Direct,South
CUST766437SA,Simphiwe Sabelo,E-Commerce,Retailer,North
CUST731160SA,Zakhele Dludlu,In-Store,Direct,South
CUST834328SA,Nomusa Madide,E-Commerce,Direct,West
CUST450513SA,Dr. Nozibusiso Mangethe,E-Commerce,Direct,South
CUST338548SA,Nkosikazi Nomathalente Nene,E-Commerce,Direct,Central
CUST606007SA,S'fiso Mthombeni,E-Commerce,Referral,North
CUST826596SA,Zinhle Dlaba,E-Commerce,Direct,South
CUST799281SA,Bandile Gcugcwa,In-Store,Retailer,South
CUST656596SA,Baba Andile Gumbi,E-Commerce,Retailer,South
CUST974581SA,Miss Nonjabulo Mpunzana,In-Store,Retailer,West
CUST708SA,Mnqobi Sibanda,E-Commerce,Direct,East
CUST953582SA,Vusumuzi Phakathi,E-Commerce,Retailer,North
CUST316528SA,Thando Manzini,E-Commerce,Retailer,South
CUST97874SA,Mnumzane Mandla Gabadela,In-Store,Retailer,North
CUST389906SA,Dr. Bandile Mjadu,In-Store,Direct,West
CUST655993SA,Siyabonga Sikhakhane-Vilakazi,E-Commerce,Referral,West
CUST245517SA,Siphesihle Gambu,E-Commerce,Direct,East
CUST737880SA,Andile Macingwane,E-Commerce,Direct,South
CUST499968SA,Langalibalele Nogantshi,E-Commerce,Direct,East
CUST237178SA,Thabisa Mpangazitha,E-Commerce,Direct,East
CUST9738SA,SimphiweyiNkosi Mbulazi,E-Commerce,Referral,West
CUST856800SA,Thando Mncwabe,E-Commerce,Direct,West
CUST727744SA,Mzamo Duma,E-Commerce,Retailer,South
CUST240068SA,Dumisani Sotobe,In-Store,Direct,East
CUST845106SA,Jabulani Mayisela,In-Store,Retailer,West
CUST385416SA,Langalibalele Mgobhozi-Wela,In-Store,Retailer,North
CUST916976SA,Sibonelo Shangase,E-Commerce,Referral,West
CUST149792SA,Nhlanhla Ngubeni,In-Store,Retailer,West
CUST8886SA,Siphesihle Khathide-Mntambo,E-Commerce,Direct,East
CUST368247SA,Dr. Simphiwe Thusi,In-Store,Retailer,North
CUST158727SA,Silondile Shoyisa,In-Store,Direct,Central
CUST463873SA,Dr. Dumisani Gcumisa,E-Commerce,Direct,South
CUST146814SA,Mr. S'fiso Sothole,E-Commerce,Retailer,South
CUST402686SA,Nonhlanhla Mazibuko,In-Store,Referral,West
CUST829504SA,Lwandile Maphindela,In-Store,Direct,North
CUST675933SA,Lwandile Ngema,E-Commerce,Direct,East
CUST630193SA,Thandazile Nowanqa-Mashasha,E-Commerce,Direct,North
CUST816808SA,Mrs. Zakhele Phoswa,In-Store,Direct,South
CUST918371SA,Luyanda Ncanana-Nonyana,In-Store,Retailer,East
CUST534273SA,Siyabonga Mhlophe,In-Store,Retailer,North
CUST309898SA,Mr. Thabani Mahlaba,E-Commerce,Retailer,North
CUST518927SA,Gugu Mahlalela,In-Store,Direct,South
CUST523850SA,Bhuti Bhekani Nkundlande,E-Commerce,Retailer,South
CUST931895SA,Minenhle Mbamali,E-Commerce,Referral,West
CUST138394SA,Zenzile Nhlabathi,E-Commerce,Direct,East
CUST441307SA,Olwethu Shibase,E-Commerce,Referral,West
CUST181162SA,Baba Sphiwe Dumisa,In-Store,Retailer,South
CUST17500SA,Busisiwe Bhovungana-Mamba,E-Commerce,Retailer,South
CUST226222SA,Zenzele Dlodlo,E-Commerce,Direct,South
CUST994763SA,Baba Nhlanhla Mashimane,E-Commerce,Direct,Central
CUST659104SA,Mama Nonhlanhla Sikobi,In-Store,Direct,East
CUST421818SA,Sibonelo Ndlangamandla,E-Commerce,Direct,East
CUST563772SA,Khanyisile Maphanga-Gabela,E-Commerce,Retailer,North
CUST324960SA,Nhlanhla Mabaso,E-Commerce,Retailer,North
CUST847312SA,Njabulo Mbekwa,In-Store,Direct,East
CUST409711SA,Simphiwe Xala-Phakathi,In-Store,Direct,Central
CUST714138SA,Mr. Mandlakhe Sijadu,In-Store,Direct,North
CUST458737SA,Dr. Bhekokwakhe Mahlobo,In-Store,Direct,East
CUST90400SA,Gugu Mpofana,In-Store,Direct,East
CUST642039SA,Bhekokwakhe Mawanda-Sangwani,E-Commerce,Retailer,Central
CUST777722SA,Dr. Jabulani Bhengu,In-Store,Direct,West
CUST742287SA,SimphiweyiNkosi Bhembe,E-Commerce,Referral,Central
CUST171790SA,Nomathemba Ndabandaba,E-Commerce,Direct,Central
CUST542347SA,Mnumzane Lungile Nenzi,In-Store,Referral,West
CUST133096SA,Nkosikazi Thandazile Gubhuza,E-Commerce,Retailer,North
CUST808903SA,Mcebisi Mnguni,In-Store,Direct,Central
CUST285192SA,Busisiwe Manana,E-Commerce,Direct,Central
CUST746925SA,Simphiwe Dwala-Mwelase,In-Store,Direct,North
CUST477309SA,Nomcebo Dlamini,E-Commerce,Direct,South
CUST523879SA,Miss Nomcebo Khabalidaka,E-Commerce,Direct,West
CUST267508SA,Mr. Vusumuzi Nhleko,In-Store,Retailer,West
CUST706866SA,Ms. Nkazimulo Thenjwayo,E-Commerce,Referral,West
CUST533541SA,Bandile Bhengu,In-Store,Direct,North
CUST256430SA,Mzamo Mdletshe,In-Store,Direct,North
CUST401583SA,Lungile Cwalile,E-Commerce,Direct,South
CUST579720SA,Baba Lwandile Mbanjwa,E-Commerce,Retailer,Central
CUST260322SA,Thandazile Magononde,E-Commerce,Retailer,North
CUST284434SA,Ms. Sibongile Menziwa,In-Store,Retailer,North
CUST125200SA,Thabisa Dlamane,E-Commerce,Direct,South
CUST188056SA,Thabani Ncama,E-Commerce,Referral,West
CUST48159SA,Busisiwe Mshikela,E-Commerce,Direct,Central
CUST908100SA,Sphiwe Mayeza-Mbende,E-Commerce,Retailer,North
CUST90581SA,Nothando Bele,E-Commerce,Direct,West
CUST386839SA,Mandlakhe Ngungunyana,In-Store,Direct,East
CUST822615SA,Siyabonga Ntshingila-Mahlase,E-Commerce,Direct,East
CUST486462SA,Sibusisiwe Mvuyana,E-Commerce,Direct,West
CUST810143SA,Dr. Siyabonga Ndwandwe,In-Store,Direct,South
CUST797423SA,Dr. Langalibalele Bayeni,In-Store,Direct,East
CUST977689SA,Bhekisisa Magagula,E-Commerce,Direct,East
CUST567851SA,Simphiwe Sibiya,E-Commerce,Direct,South
CUST919809SA,Mcebisi Andile,E-Commerce,Direct,North
CUST795794SA,Baba Thando Thela,E-Commerce,Direct,East
CUST762540SA,Jabulani Mabhoko-Ndawonde,In-Store,Direct,East
CUST249736SA,Nozibusiso Dlodlo,E-Commerce,Direct,South
CUST149289SA,Nkosikazi Dumisani Dindela,In-Store,Retailer,South
CUST966026SA,Vusumuzi Ncube,In-Store,Retailer,East
CUST433121SA,Nkosazana Nothando Thumbeza,E-Commerce,Direct,North
CUST89026SA,Dumisile Mzomba-Hangala,In-Store,Referral,North
CUST668169SA,Mama Busisiwe Nodlomo,In-Store,Direct,South
CUST595403SA,Mthokozisi Qwabe,In-Store,Retailer,Central
CUST137057SA,Mandlakhe Maluleka,In-Store,Direct,Central
CUST892247SA,Thembile Mhlungu,E-Commerce,Referral,Central
CUST734764SA,Nkosazana Nomasonto Mpikela,E-Commerce,Retailer,East
CUST285166SA,Bhekani Mabanga,E-Commerce,Retailer,South
CUST142723SA,Bhuti Jabulani Juqula,E-Commerce,Direct,East
CUST110790SA,Musa Mshikila,In-Store,Direct,North
CUST329287SA,Gugu Ndlandla,E-Commerce,Direct,East
CUST375691SA,Dr. Musa Mavuso,E-Commerce,Direct,West
CUST485854SA,Thando Gugushe-Gama,E-Commerce,Direct,South
CUST165271SA,Mnumzane Thalente Silangwe,In-Store,Retailer,North
CUST730729SA,Bhekizizwe Madela-Mbende,In-Store,Direct,West
CUST155528SA,SimphiweyiNkosi Majozi,In-Store,Direct,North
CUST373023SA,Nozizwe Dladla,E-Commerce,Direct,East
CUST710078SA,Mandla Khubisa-Chibi,In-Store,Direct,West
CUST998345SA,Zakhele Mpikela,E-Commerce,Direct,North
CUST582959SA,Dr. Dumisile Mshengu,In-Store,Direct,East
CUST106857SA,Dr. Jabulani Bhengu,E-Commerce,Retailer,West
CUST64664SA,Dr. Gugulethu Luqe,E-Commerce,Retailer,East
CUST863684SA,Nomcebo Shombela,E-Commerce,Direct,North
CUST660914SA,Mr. S'fiso Nkwakha,In-Store,Direct,South
CUST271393SA,Ms. Bhekisisa Doncabe,E-Commerce,Referral,West
CUST207356SA,Baba Thabani Gwamanda,In-Store,Retailer,South
CUST96446SA,Nkosazana Gugu Dinangwe,E-Commerce,Referral,Central
CUST988052SA,Bhekokwakhe Kholose,In-Store,Retailer,South
CUST969022SA,Nonhlanhla Sandanezwe-Miya,E-Commerce,Direct,South
CUST520226SA,Mlungisi Shibase,In-Store,Direct,West
CUST447389SA,Minenhle Made,E-Commerce,Retailer,West
CUST952426SA,Mandla Mapholoba,In-Store,Retailer,Central
CUST467676SA,Bandile Nsindane,E-Commerce,Direct,North
CUST649253SA,Nobantu Nzimase-Mathaba,E-Commerce,Retailer,Central
CUST523125SA,Zibuyile Ngcemu,In-Store,Direct,West
CUST502300SA,Bhekani Mapholoba,E-Commerce,Direct,East
CUST401620SA,Mthokozisi Luthuli,In-Store,Referral,North
CUST673870SA,Bhuti Lwandile Nyazitla,In-Store,Retailer,East
CUST841134SA,Thembekile Biyase,E-Commerce,Referral,South
CUST401078SA,Mnumzane Mzamo Ndonga,In-Store,Direct,Central
CUST819394SA,Nomathemba Ngwazi,In-Store,Direct,Central
CUST526797SA,Nomthandazo Mnqamu,E-Commerce,Direct,East
CUST188550SA,Mcebisi Nomvuma,E-Commerce,Referral,East
CUST229659SA,Vusumuzi Maphumulo,In-Store,Direct,East
CUST61437SA,Baba Nhlanhla Mcusi,E-Commerce,Direct,East
CUST804092SA,Nkazimulo Khanyeza-Gcumisa,E-Commerce,Direct,Central
CUST259896SA,Dr. Mandla Ndiyema,E-Commerce,Retailer,Central
CUST855937SA,Mr. Sphiwe Madinane,E-Commerce,Direct,East
CUST603656SA,Mama Nomathemba Khuba,E-Commerce,Direct,South
CUST184654SA,S'fiso Magoza,In-Store,Retailer,South
CUST845372SA,Nkosazana Sibusisiwe Cenge,E-Commerce,Direct,South
CUST737623SA,Nkosazana Sibongile Ngungunyana,In-Store,Direct,East
CUST149005SA,Mnqobi Mvubu-Ndlovu,In-Store,Direct,West
CUST324065SA,Mzamo Dikane,In-Store,Retailer,South
CUST94641SA,Lwandile Nongalo,E-Commerce,Retailer,North
CUST229437SA,Nhlanhla Mthembu,In-Store,Direct,Central
CUST716SA,Silondile Lwandle,E-Commerce,Retailer,North
CUST845619SA,Mcebisi Soduba,E-Commerce,Retailer,Central
CUST186080SA,Mnumzane Bandile Bophela,In-Store,Retailer,South
CUST154887SA,Thalente Hlongwane-Goba,In-Store,Direct,West
CUST887599SA,Zenzile Mdlenevu,E-Commerce,Direct,South
CUST76054SA,Thalente Qwabe,In-Store,Retailer,East
CUST414812SA,Dumisile Mboko-Mathunjwa,E-Commerce,Direct,North
CUST338273SA,Lungile Swazi,E-Commerce,Direct,East
CUST994777SA,Thembekile Nyembezi,E-Commerce,Referral,North
CUST510866SA,Mnumzane Lungile Sithole,In-Store,Retailer,West
CUST589275SA,Nkosazana Nkazimulo Sameya,In-Store,Direct,North
CUST617558SA,Miss Nomthandazo Mavundla,E-Commerce,Direct,East
CUST769649SA,Nkosikazi Gugulethu Khulu,In-Store,Direct,South
CUST764234SA,SimphiweyiNkosi Nhlapho,E-Commerce,Direct,East
CUST410623SA,Mrs. Londiwe Nongalo,In-Store,Direct,East
CUST333674SA,Bhuti Lwandile Nyembezi,In-Store,Retailer,West
CUST593022SA,Zenzele Mwelase,In-Store,Direct,South
CUST147475SA,Thandeka Fihlela,E-Commerce,Direct,North
CUST249556SA,Nomasonto Khezokhulu,E-Commerce,Direct,South
CUST667090SA,Thalente Sithombo,In-Store,Retailer,West
CUST702571SA,Mnumzane Musa Bhembe,E-Commerce,Direct,North
CUST278095SA,Lwandile Sibisi,E-Commerce,Referral,West
CUST71087SA,Nobuhle Gigaba,E-Commerce,Direct,North
CUST755408SA,Bandile Mhlambo,In-Store,Referral,East
CUST459507SA,Mama Londisizwe Mlambo,E-Commerce,Referral,South
CUST517033SA,Nomathemba Ndwandwe,In-Store,Retailer,West
CUST393580SA,Thalente Mthethwa,In-Store,Direct,North
CUST827043SA,Dr. Londisizwe Mpila,E-Commerce,Direct,West
CUST77289SA,Mr. Mandlakhe Biyela,E-Commerce,Referral,South
CUST334198SA,Jabulani Dunge-Mboyisa,In-Store,Direct,Central
CUST178368SA,Londisizwe Swazi,In-Store,Direct,Central
CUST78645SA,Zinhle Gamede,E-Commerce,Direct,West
CUST354366SA,Silondile Mthiya-Silangwe,E-Commerce,Retailer,Central
CUST32498SA,Siphesihle Khathide,E-Commerce,Retailer,North
CUST636818SA,Londisizwe Dlambula,E-Commerce,Referral,South
CUST106176SA,Ndumiso Langa,E-Commerce,Referral,South
CUST429161SA,Nkosikazi Sithembiso Masango,In-Store,Retailer,North
CUST311847SA,Jabulani Dladla,In-Store,Retailer,West
CUST411987SA,Owethu Mvelase-Jobe,E-Commerce,Direct,West
CUST57152SA,Amahle Mngwemkhulu,In-Store,Retailer,South
CUST91884SA,Thalente Qomazitha-Ntuli,E-Commerce,Direct,South
CUST629371SA,Mnqobi Gcaba,E-Commerce,Direct,North
CUST26985SA,Lungile Nyembe,E-Commerce,Direct,East
CUST305986SA,Mzamo Gubeshe,E-Commerce,Direct,South
CUST323331SA,Baba Mzamo Mtuswa,E-Commerce,Retailer,South
CUST938347SA,Mnumzane Bhekani Nyongwana,E-Commerce,Direct,South
CUST570557SA,Londiwe Memela,E-Commerce,Referral,Central
CUST928506SA,Nomcebo Kweyama,In-Store,Retailer,North
CUST467429SA,Mandla Mntambo,E-Commerce,Direct,South
CUST487648SA,Lwandile Manyoni-Ngungunyana,E-Commerce,Direct,South
CUST64633SA,Sphiwe Sibhene,E-Commerce,Direct,North
CUST699891SA,Bhekani Sembathwa,E-Commerce,Direct,East
CUST360491SA,Bhuti Mthokozisi Vabaza,E-Commerce,Direct,North
CUST618372SA,Njabulo Dlomo,E-Commerce,Referral,South
CUST881639SA,Thembisile Ndabandaba,In-Store,Retailer,South
CUST438967SA,Thabisa Mthabela,E-Commerce,Retailer,West
CUST600534SA,Mzamo Mathenjwa,In-Store,Direct,South
CUST82790SA,Zinhle Siwele,In-Store,Direct,South
CUST36415SA,Sibongile Ngcamane,In-Store,Referral,South
CUST839333SA,Thabisa Ntshangase-Jama,In-Store,Direct,East
CUST126124SA,Baba Lungile Khezokhulu,E-Commerce,Direct,West
CUST222182SA,Dr. Langalibalele Dinangwe,E-Commerce,Direct,East
CUST443940SA,Sibusiso Mnyandu,E-Commerce,Direct,East
CUST211727SA,Miss Thuthukile Nombhoco,E-Commerce,Referral,South
CUST270413SA,Thandazile Dubandlela,In-Store,Direct,South
CUST91254SA,Owethu Mjoli,In-Store,Retailer,West
CUST578870SA,Zakhele Maphalala,E-Commerce,Direct,East
CUST544932SA,Zenzile Bhengu,E-Commerce,Retailer,West
CUST824758SA,Mama Gugu Mlangatshe,In-Store,Direct,Central
CUST156911SA,S'fiso Nkwaliyenkosi,E-Commerce,Direct,East
CUST610981SA,Mr. Zenzele Gence,In-Store,Retailer,East
CUST590016SA,Mr. Thabani Mashinini,In-Store,Direct,West
CUST909613SA,Zibuyile Mbulaze,E-Commerce,Retailer,North
CUST920538SA,Nobuhle Mgilija,In-Store,Retailer,South
CUST686594SA,Sibongile Nozulu,In-Store,Direct,Central
CUST496025SA,Lungile Maphalala,In-Store,Direct,West
CUST422548SA,Sandile Nozulu,In-Store,Direct,North
CUST713884SA,Mama Bhekizizwe Mjadu,E-Commerce,Direct,East
CUST932786SA,Thabisile Mahaye,E-Commerce,Retailer,South
CUST51685SA,Dade Nokulunga Menziwa,E-Commerce,Retailer,East
CUST21215SA,Thembisile Mathibela,E-Commerce,Direct,North
CUST326053SA,Thalente Mveni-Sigegede,E-Commerce,Direct,Central
CUST718119SA,Thando Madlula,E-Commerce,Referral,North
CUST140913SA,Siyabonga Mntungwa-Maziya,E-Commerce,Direct,North
CUST282507SA,Mama Sihawukele Nzimande,E-Commerce,Direct,South
CUST93624SA,Musa Mabuyakhulu,In-Store,Direct,South
CUST957803SA,Mama Thandeka Mthombeni,In-Store,Direct,West
CUST796386SA,Zenzile Meyiwa,In-Store,Retailer,North
CUST860899SA,Nhlanhla Khambule,In-Store,Direct,North
CUST68804SA,SimphiweyiNkosi Mzoneli-Mkhize,E-Commerce,Retailer,Central
CUST142239SA,Bhuti Vusumuzi Nhlabathi,E-Commerce,Direct,North
CUST30354SA,Luyanda Luvuno,In-Store,Direct,North
CUST877633SA,Lwandile Chiliza,In-Store,Direct,East
CUST478621SA,Zenzele Mdladla,E-Commerce,Retailer,North
CUST738862SA,Mandla Mdunge,In-Store,Retailer,North
CUST863508SA,Nozizwe Mjoli,E-Commerce,Referral,North
CUST666275SA,Sibusiso Chibi,E-Commerce,Direct,South
CUST253690SA,Nozibusiso Nombela,In-Store,Direct,East
CUST467773SA,Thando Msuthu,E-Commerce,Retailer,East
CUST615388SA,Nomathemba Mbulaze,E-Commerce,Retailer,East
